As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status,Comments
10/30/2024,00000,1623456,4489,INR,CREDIT CARDS,INTEREST INCOME,34773,34772.771207636746,-0.22879236325388774,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00001,1623456,4655,GBP,CREDIT CARDS,INTEREST INCOME,54312,54311.88209791678,-0.11790208322054241,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00001,1619205,5125,EUR,CREDIT CARDS,DEFERRED ORIGINATION FEES,31375,31375.245873258566,0.24587325856555253,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00003,1623456,4334,GBP,ALL OTHER LOANS,DEFERRED COSTS,69343,69342.14696241361,-0.8530375863920199,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1619288,6926,EUR,CREDIT CARDS,DEFERRED COSTS,66293,66292.70240424824,-0.2975957517628558,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00001,1619288,6257,EUR,MORTGAGES,PRINCIPAL,55512,55511.22512245405,-0.7748775459476747,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00003,1623456,4338,EUR,CREDIT CARDS,DEFERRED ORIGINATION FEES,26804,26804.061086054448,0.06108605444751447,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1619205,6720,INR,ALL OTHER LOANS,INTEREST INCOME,97378,97377.7015791054,-0.29842089459998533,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00002,1619288,4430,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,64323,64323.1299723403,0.12997234029899118,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00001,1619288,4100,GBP,ALL OTHER LOANS,INTEREST INCOME,84512,84511.99574757642,-0.004252423575962894,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00001,1619288,6267,INR,MORTGAGES,DEFERRED ORIGINATION FEES,97347,97347.71056808178,0.7105680817767279,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00003,1618001,4694,GBP,MORTGAGES,INTEREST INCOME,83021,83021.99211484609,0.9921148460853146,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00003,1623456,5316,INR,CREDIT CARDS,PRINCIPAL,69864,69864.6931166912,0.6931166911963373,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00003,1618001,6616,GBP,CREDIT CARDS,DEFERRED COSTS,46517,46517.25041695663,0.2504169566309429,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00003,1619288,6364,USD,CREDIT CARDS,DEFERRED COSTS,43968,43967.80809471328,-0.1919052867233404,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00001,1623456,5315,USD,CREDIT CARDS,DEFERRED ORIGINATION FEES,72537,72537.30757874022,0.3075787402194692,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00003,1623456,4861,USD,ALL OTHER LOANS,DEFERRED COSTS,88397,88396.26574864383,-0.7342513561743544,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00001,1619205,6334,INR,MORTGAGES,DEFERRED ORIGINATION FEES,45449,45449.100589884816,0.10058988481614506,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00003,1619205,6224,GBP,ALL OTHER LOANS,INTEREST INCOME,63717,63717.92301148592,0.9230114859165042,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00000,1623456,6257,USD,CREDIT CARDS,DEFERRED ORIGINATION FEES,15294,15294.878215203551,0.878215203551008,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00002,1623456,6722,GBP,CREDIT CARDS,DEFERRED COSTS,50096,50095.16670023951,-0.833299760488444,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00003,1623456,5171,GBP,MORTGAGES,INTEREST INCOME,54894,54894.811904232556,0.8119042325561168,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1623456,5933,EUR,MORTGAGES,INTEREST INCOME,34672,34672.18084653927,0.18084653926780447,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00000,1618001,5214,USD,MORTGAGES,DEFERRED COSTS,58006,58006.85811893069,0.8581189306933084,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00002,1619205,6957,EUR,MORTGAGES,DEFERRED ORIGINATION FEES,23642,23642.842500598337,0.8425005983372102,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00001,1619205,4703,EUR,MORTGAGES,DEFERRED ORIGINATION FEES,44478,44477.86365491453,-0.13634508546965662,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1623456,6620,USD,MORTGAGES,DEFERRED ORIGINATION FEES,26857,26856.42066319016,-0.5793368098384235,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00001,1619205,4393,GBP,CREDIT CARDS,PRINCIPAL,45876,45876.750296837105,0.7502968371045426,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00001,1619288,5186,USD,CREDIT CARDS,DEFERRED ORIGINATION FEES,50030,50030.5359544467,0.5359544466991792,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00000,1623456,6749,EUR,CREDIT CARDS,PRINCIPAL,38550,38550.057184034864,0.05718403486389434,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00002,1623456,5397,GBP,CREDIT CARDS,DEFERRED ORIGINATION FEES,94871,94871.99357946806,0.9935794680641266,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00003,1619288,6456,INR,ALL OTHER LOANS,DEFERRED COSTS,20346,20346.30031690929,0.3003169092917233,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00001,1618001,4844,EUR,CREDIT CARDS,DEFERRED ORIGINATION FEES,79689,79689.61829559144,0.6182955914409831,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00003,1623456,6180,GBP,MORTGAGES,PRINCIPAL,99739,99739.79272410086,0.7927241008583223,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1623456,6305,GBP,MORTGAGES,PRINCIPAL,41620,41620.3843636923,0.3843636922974838,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00003,1618001,5515,USD,MORTGAGES,DEFERRED ORIGINATION FEES,75739,75739.03868930502,0.0386893050163053,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00002,1619288,5088,EUR,ALL OTHER LOANS,PRINCIPAL,85202,85201.67167957583,-0.32832042417430785,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00003,1618001,6454,EUR,CREDIT CARDS,INTEREST INCOME,71896,71895.37506549197,-0.624934508028673,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00001,1619205,4607,USD,ALL OTHER LOANS,PRINCIPAL,93443,93443.52896328279,0.5289632827916648,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00001,1618001,4850,USD,ALL OTHER LOANS,INTEREST INCOME,79445,79444.13022275684,-0.8697772431623889,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00001,1619288,4831,EUR,CREDIT CARDS,INTEREST INCOME,46415,46414.175854419,-0.8241455809984473,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00001,1619205,6751,INR,CREDIT CARDS,INTEREST INCOME,65552,65552.25784861465,0.25784861465217546,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00000,1619288,5490,GBP,ALL OTHER LOANS,INTEREST INCOME,66303,66303.36173888393,0.36173888393386733,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00001,1619205,5052,EUR,ALL OTHER LOANS,DEFERRED COSTS,44608,44608.6485375513,0.6485375513002509,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00002,1618001,6720,USD,CREDIT CARDS,PRINCIPAL,95415,95414.19816983881,-0.8018301611882634,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00003,1619205,4460,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,77880,77880.60772805408,0.6077280540775973,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00001,1619288,6055,GBP,CREDIT CARDS,PRINCIPAL,42695,42694.98968347147,-0.010316528532712255,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1619205,4060,GBP,MORTGAGES,DEFERRED COSTS,20563,20562.199521276805,-0.8004787231948285,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00003,1618001,4054,INR,CREDIT CARDS,DEFERRED COSTS,72568,72567.20829916971,-0.7917008302902104,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1619288,6298,EUR,CREDIT CARDS,INTEREST INCOME,54575,54575.575266723325,0.5752667233246029,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00003,1619205,4977,USD,MORTGAGES,DEFERRED ORIGINATION FEES,50249,50249.21921236702,0.21921236701746238,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00002,1623456,5752,EUR,CREDIT CARDS,DEFERRED COSTS,22743,22743.243620721973,0.24362072197254747,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00000,1619205,6956,GBP,MORTGAGES,INTEREST INCOME,73707,73706.0560658393,-0.9439341607067036,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00002,1619288,6150,USD,ALL OTHER LOANS,DEFERRED COSTS,83371,83370.61542518764,-0.38457481235673185,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00002,1623456,6641,INR,ALL OTHER LOANS,INTEREST INCOME,93721,93721.20549078583,0.20549078582553193,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00002,1623456,5670,USD,ALL OTHER LOANS,INTEREST INCOME,76407,76407.0024561986,0.002456198606523685,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1618001,6743,USD,CREDIT CARDS,DEFERRED COSTS,94811,94810.94391399401,-0.056086005992256105,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1619288,4711,GBP,ALL OTHER LOANS,DEFERRED COSTS,90123,90122.29785511903,-0.7021448809682624,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00003,1623456,5909,USD,ALL OTHER LOANS,PRINCIPAL,36711,36710.33386091204,-0.6661390879598912,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1618001,5460,GBP,MORTGAGES,DEFERRED COSTS,83132,83131.64923140728,-0.3507685927179409,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00001,1623456,5308,GBP,ALL OTHER LOANS,INTEREST INCOME,20710,20710.303535216804,0.3035352168044483,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00003,1619288,5329,EUR,MORTGAGES,INTEREST INCOME,77227,77227.4951675771,0.4951675771008013,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00001,1619288,4197,GBP,CREDIT CARDS,DEFERRED COSTS,49017,49016.4004011991,-0.599598800901731,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00002,1619288,5399,EUR,CREDIT CARDS,DEFERRED ORIGINATION FEES,70096,70096.27485373813,0.2748537381266942,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1618001,6253,GBP,ALL OTHER LOANS,INTEREST INCOME,84840,84839.8161291107,-0.18387088930467144,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00001,1619288,6630,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,44813,44813.28363791269,0.2836379126893007,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00000,1619205,5944,USD,CREDIT CARDS,DEFERRED COSTS,28282,28282.35923667549,0.3592366754892282,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00002,1623456,6464,GBP,ALL OTHER LOANS,INTEREST INCOME,87673,87672.5142203733,-0.48577962670242414,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1618001,4636,USD,MORTGAGES,INTEREST INCOME,97908,97907.65723847707,-0.3427615229302319,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00000,1619288,5233,INR,ALL OTHER LOANS,INTEREST INCOME,29140,29139.584864674784,-0.4151353252163972,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00001,1619288,6011,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,12367,12367.438260725039,0.438260725039072,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00000,1619288,4768,USD,MORTGAGES,DEFERRED COSTS,23678,23677.185853014296,-0.8141469857037009,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1619288,6241,GBP,ALL OTHER LOANS,DEFERRED COSTS,74749,74749.22174311297,0.22174311296839733,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00002,1619288,4702,USD,ALL OTHER LOANS,PRINCIPAL,22386,22386.189397678507,0.18939767850679345,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00003,1623456,5552,INR,MORTGAGES,INTEREST INCOME,77667,77666.73633438951,-0.2636656104878057,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00002,1619205,5427,GBP,ALL OTHER LOANS,INTEREST INCOME,97199,97199.49592727312,0.4959272731211968,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00001,1623456,5426,USD,ALL OTHER LOANS,PRINCIPAL,87716,87716.3313241572,0.3313241572031984,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00001,1618001,5822,EUR,ALL OTHER LOANS,INTEREST INCOME,39684,39684.79330049616,0.7933004961596453,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00000,1623456,5754,EUR,ALL OTHER LOANS,PRINCIPAL,99202,99201.79044151356,-0.20955848644371144,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1618001,6105,INR,CREDIT CARDS,INTEREST INCOME,81437,81436.53596042976,-0.4640395702444948,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00001,1618001,4998,GBP,MORTGAGES,INTEREST INCOME,12150,12149.62622297468,-0.37377702531921386,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00003,1618001,4487,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,43515,43514.075742743364,-0.9242572566363378,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00003,1618001,6237,INR,MORTGAGES,PRINCIPAL,58909,58908.99704092233,-0.0029590776684926823,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00002,1618001,4458,EUR,MORTGAGES,PRINCIPAL,65891,65890.657962754,-0.34203724599501584,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1618001,5353,GBP,MORTGAGES,INTEREST INCOME,91803,91803.54757263574,0.5475726357399253,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00001,1618001,6115,GBP,CREDIT CARDS,DEFERRED COSTS,70045,70045.81569381522,0.8156938152242219,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00002,1619288,6182,GBP,ALL OTHER LOANS,DEFERRED COSTS,37966,37966.20638555633,0.2063855563319521,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1619205,5428,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11628,11627.830278226325,-0.16972177367460972,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00003,1619205,5763,GBP,ALL OTHER LOANS,INTEREST INCOME,97970,97969.36202936585,-0.6379706341540441,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00000,1619205,6763,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,77704,77703.65939591994,-0.3406040800618939,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00002,1619288,6159,INR,MORTGAGES,INTEREST INCOME,42964,42964.234583606565,0.23458360656513833,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00000,1619288,4139,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,20659,20658.24562714143,-0.7543728585696954,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00000,1619288,5536,USD,ALL OTHER LOANS,DEFERRED COSTS,88605,88605.63967347836,0.6396734783629654,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00000,1618001,4685,EUR,MORTGAGES,PRINCIPAL,42635,42634.65862962014,-0.34137037985783536,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1623456,5992,GBP,CREDIT CARDS,PRINCIPAL,28432,28432.709405514266,0.7094055142661091,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00003,1619205,5642,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,92429,92428.05125990525,-0.9487400947546121,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00003,1619205,5661,INR,MORTGAGES,PRINCIPAL,31016,31015.813548920913,-0.1864510790874192,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00001,1618001,4922,INR,MORTGAGES,PRINCIPAL,27297,27296.67029185049,-0.32970814951113425,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00002,1619205,6481,USD,ALL OTHER LOANS,INTEREST INCOME,29608,29607.328618684216,-0.6713813157839468,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00003,1619288,4785,INR,CREDIT CARDS,PRINCIPAL,60720,60720.042230701074,0.04223070107400417,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00001,1618001,4238,INR,CREDIT CARDS,PRINCIPAL,91068,91068.38625803219,0.38625803218747023,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00000,1623456,6456,USD,CREDIT CARDS,INTEREST INCOME,12851,12851.17208575413,0.17208575412951177,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00001,1623456,4384,USD,MORTGAGES,INTEREST INCOME,37774,37773.56946488056,-0.4305351194416289,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00001,1619205,5691,INR,MORTGAGES,PRINCIPAL,83043,83043.16032107575,0.16032107574574184,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1619288,5793,INR,MORTGAGES,DEFERRED COSTS,22927,22926.835133540884,-0.1648664591157285,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1619205,6934,GBP,CREDIT CARDS,DEFERRED ORIGINATION FEES,55434,55434.14298829282,0.14298829282051884,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00003,1619205,5521,EUR,CREDIT CARDS,DEFERRED ORIGINATION FEES,90887,90887.96061079703,0.9606107970321318,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1618001,6355,EUR,ALL OTHER LOANS,DEFERRED COSTS,74857,74857.0295575965,0.029557596499216743,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00002,1618001,6190,EUR,MORTGAGES,DEFERRED ORIGINATION FEES,50742,50741.49480184678,-0.5051981532233185,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00001,1619288,6097,INR,ALL OTHER LOANS,PRINCIPAL,12133,12132.092541503742,-0.9074584962581866,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00002,1619288,6949,USD,ALL OTHER LOANS,DEFERRED COSTS,33265,53265.0,20000.0,Break,Significant balance discrepancy
5/30/2024,00000,1623456,6737,EUR,MORTGAGES,PRINCIPAL,43277,63277.0,20000.0,Break,Significant balance discrepancy
12/30/2024,00002,1619288,4864,INR,CREDIT CARDS,INTEREST INCOME,76665,126665.0,50000.0,Break,Significant balance discrepancy
11/30/2024,00001,1619288,5631,USD,CREDIT CARDS,DEFERRED COSTS,52398,72398.0,20000.0,Break,Significant balance discrepancy
4/30/2024,00002,1619288,6435,EUR,CREDIT CARDS,INTEREST INCOME,82274,102274.0,20000.0,Break,Significant balance discrepancy
6/30/2024,00003,1618001,4500,GBP,MORTGAGES,PRINCIPAL,38932,18932.0,-20000.0,Break,Significant balance discrepancy
12/30/2024,00000,1619288,5001,INR,ALL OTHER LOANS,INTEREST INCOME,53151,3151.0,-50000.0,Break,Significant balance discrepancy
7/30/2024,00000,1619288,5000,USD,CREDIT CARDS,PRINCIPAL,19609,39609.0,20000.0,Break,Significant balance discrepancy
5/30/2024,00002,1619288,5015,USD,ALL OTHER LOANS,PRINCIPAL,42352,-7648.0,-50000.0,Break,Significant balance discrepancy
3/30/2024,00001,1623456,5179,EUR,MORTGAGES,DEFERRED ORIGINATION FEES,27003,7003.0,-20000.0,Break,Significant balance discrepancy
5/30/2024,00000,1619288,4007,INR,CREDIT CARDS,PRINCIPAL,25568,-24432.0,-50000.0,Break,Significant balance discrepancy
12/30/2024,00003,1619205,5006,GBP,ALL OTHER LOANS,DEFERRED COSTS,70753,90753.0,20000.0,Break,Significant balance discrepancy
3/30/2024,00000,1618001,5443,GBP,MORTGAGES,INTEREST INCOME,51978,1978.0,-50000.0,Break,Significant balance discrepancy
10/30/2024,00002,1619205,4903,USD,CREDIT CARDS,INTEREST INCOME,46975,-3025.0,-50000.0,Break,Significant balance discrepancy
12/30/2024,00002,1619205,4312,GBP,ALL OTHER LOANS,PRINCIPAL,89951,69951.0,-20000.0,Break,Significant balance discrepancy
5/30/2024,00003,1623456,5335,GBP,CREDIT CARDS,DEFERRED ORIGINATION FEES,48543,28543.0,-20000.0,Break,Significant balance discrepancy
7/30/2024,00000,1619205,6246,USD,ALL OTHER LOANS,INTEREST INCOME,42066,92066.0,50000.0,Break,Significant balance discrepancy
2/30/2024,00001,1619205,6449,EUR,ALL OTHER LOANS,INTEREST INCOME,51543,1543.0,-50000.0,Break,Significant balance discrepancy
10/30/2024,00001,1619288,5031,GBP,ALL OTHER LOANS,PRINCIPAL,18777,38777.0,20000.0,Break,Significant balance discrepancy
7/30/2024,00003,1619288,6502,GBP,ALL OTHER LOANS,INTEREST INCOME,12646,-7354.0,-20000.0,Break,Significant balance discrepancy
12/30/2024,00003,1618001,5519,GBP,ALL OTHER LOANS,INTEREST INCOME,36684,-13316.0,-50000.0,Break,Significant balance discrepancy
1/30/2024,00003,1619288,4423,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,33869,53869.0,20000.0,Break,Significant balance discrepancy
12/30/2024,00000,1619288,5402,EUR,MORTGAGES,DEFERRED ORIGINATION FEES,70107,20107.0,-50000.0,Break,Significant balance discrepancy
3/30/2024,00001,1623456,4830,EUR,CREDIT CARDS,INTEREST INCOME,70600,120600.0,50000.0,Break,Significant balance discrepancy
1/30/2024,00000,1623456,5576,EUR,MORTGAGES,DEFERRED ORIGINATION FEES,23296,3296.0,-20000.0,Break,Significant balance discrepancy
6/30/2024,00003,1618001,6956,GBP,MORTGAGES,PRINCIPAL,94037,114037.0,20000.0,Break,Significant balance discrepancy
3/30/2024,00000,1623456,5750,EUR,MORTGAGES,DEFERRED ORIGINATION FEES,25828,5828.0,-20000.0,Break,Significant balance discrepancy
5/30/2024,00003,1619205,4221,EUR,CREDIT CARDS,PRINCIPAL,15001,-34999.0,-50000.0,Break,Significant balance discrepancy
7/30/2024,00000,1619205,5618,INR,ALL OTHER LOANS,INTEREST INCOME,82926,62926.0,-20000.0,Break,Significant balance discrepancy
12/30/2024,00002,1618001,4569,USD,MORTGAGES,DEFERRED ORIGINATION FEES,27097,47097.0,20000.0,Break,Significant balance discrepancy
10/30/2024,00000,1618001,6859,INR,MORTGAGES,PRINCIPAL,13046,33046.0,20000.0,Break,Significant balance discrepancy
9/30/2024,00000,1623456,6798,GBP,ALL OTHER LOANS,PRINCIPAL,84523,64523.0,-20000.0,Break,Significant balance discrepancy
3/30/2024,00000,1619288,4097,INR,CREDIT CARDS,DEFERRED ORIGINATION FEES,33207,83207.0,50000.0,Break,Significant balance discrepancy
2/30/2024,00003,1619205,5400,GBP,MORTGAGES,DEFERRED ORIGINATION FEES,68976,88976.0,20000.0,Break,Significant balance discrepancy
8/30/2024,00001,1623456,5746,USD,MORTGAGES,DEFERRED COSTS,43178,93178.0,50000.0,Break,Significant balance discrepancy
8/30/2024,00003,1618001,6063,GBP,MORTGAGES,DEFERRED COSTS,94910,74910.0,-20000.0,Break,Significant balance discrepancy
5/30/2024,00003,1623456,6119,USD,MORTGAGES,INTEREST INCOME,91134,71134.0,-20000.0,Break,Significant balance discrepancy
8/30/2024,00002,1623456,6902,GBP,ALL OTHER LOANS,PRINCIPAL,20688,688.0,-20000.0,Break,Significant balance discrepancy
10/30/2024,00003,1619288,4624,GBP,MORTGAGES,DEFERRED ORIGINATION FEES,91812,111812.0,20000.0,Break,Significant balance discrepancy
4/30/2024,00003,1623456,5903,GBP,ALL OTHER LOANS,DEFERRED COSTS,48773,-1227.0,-50000.0,Break,Significant balance discrepancy
2/30/2024,00002,1623456,5324,EUR,MORTGAGES,INTEREST INCOME,11328,31328.0,20000.0,Break,Significant balance discrepancy
4/30/2024,00000,1618001,6558,USD,ALL OTHER LOANS,DEFERRED COSTS,28289,78289.0,50000.0,Break,Significant balance discrepancy
8/30/2024,00003,1619205,4974,INR,MORTGAGES,INTEREST INCOME,68159,118159.0,50000.0,Break,Significant balance discrepancy
10/30/2024,00000,1618001,5601,EUR,CREDIT CARDS,DEFERRED COSTS,98392,48392.0,-50000.0,Break,Significant balance discrepancy
9/30/2024,00000,1618001,4464,GBP,ALL OTHER LOANS,PRINCIPAL,21691,1691.0,-20000.0,Break,Significant balance discrepancy
10/30/2024,00002,1623456,4798,GBP,MORTGAGES,DEFERRED COSTS,98683,78683.0,-20000.0,Break,Significant balance discrepancy
9/30/2024,00003,1619205,5119,GBP,MORTGAGES,DEFERRED ORIGINATION FEES,51337,31337.0,-20000.0,Break,Significant balance discrepancy
7/30/2024,00003,1618001,6945,USD,MORTGAGES,DEFERRED ORIGINATION FEES,28248,8248.0,-20000.0,Break,Significant balance discrepancy
12/30/2024,00001,1618001,6469,USD,MORTGAGES,PRINCIPAL,66300,16300.0,-50000.0,Break,Significant balance discrepancy
7/30/2024,00002,1623456,6178,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,90231,70231.0,-20000.0,Break,Significant balance discrepancy
7/30/2024,00003,1619288,6777,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,38513,88513.0,50000.0,Break,Significant balance discrepancy
3/30/2024,00000,1619205,6628,EUR,CREDIT CARDS,PRINCIPAL,42021,62021.0,20000.0,Break,Significant balance discrepancy
5/30/2024,00001,1618001,4426,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,38642,88642.0,50000.0,Break,Significant balance discrepancy
9/30/2024,00001,1618001,4558,EUR,ALL OTHER LOANS,INTEREST INCOME,13526,-36474.0,-50000.0,Break,Significant balance discrepancy
2/30/2024,00002,1619288,5412,INR,ALL OTHER LOANS,DEFERRED COSTS,80048,130048.0,50000.0,Break,Significant balance discrepancy
11/30/2024,00003,1623456,4051,GBP,ALL OTHER LOANS,PRINCIPAL,74091,124091.0,50000.0,Break,Significant balance discrepancy
2/30/2024,00000,1619288,4564,USD,CREDIT CARDS,DEFERRED ORIGINATION FEES,66664,116664.0,50000.0,Break,Significant balance discrepancy
4/30/2024,00002,1618001,5006,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,40008,-9992.0,-50000.0,Break,Significant balance discrepancy
1/30/2024,00003,1619205,4106,GBP,MORTGAGES,INTEREST INCOME,36330,16330.0,-20000.0,Break,Significant balance discrepancy
7/30/2024,00003,1619205,4103,USD,CREDIT CARDS,INTEREST INCOME,83655,103655.0,20000.0,Break,Significant balance discrepancy
2/30/2024,00000,1623456,4456,GBP,ALL OTHER LOANS,PRINCIPAL,53319,103319.0,50000.0,Break,Significant balance discrepancy
12/30/2024,00002,1623456,5418,EUR,CREDIT CARDS,DEFERRED ORIGINATION FEES,30513,80513.0,50000.0,Break,Significant balance discrepancy
11/30/2024,00002,1619205,5241,EUR,ALL OTHER LOANS,PRINCIPAL,38206,88206.0,50000.0,Break,Significant balance discrepancy
4/30/2024,00000,1618001,5335,EUR,ALL OTHER LOANS,INTEREST INCOME,75159,25159.0,-50000.0,Break,Significant balance discrepancy
11/30/2024,00002,1619205,5610,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,10203,30203.0,20000.0,Break,Significant balance discrepancy
